relative_path,name,bytes,matched_reference_norm
COLEÇÃO - DIA DO PAIS\NOVAS\M126-CB12.jpg,M126-CB12.jpg,34952,M126
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB01.jpg,M217-CB01.jpg,48816,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB02.jpg,M217-CB02.jpg,41143,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB02_A.jpg,M217-CB02_A.jpg,40227,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB02_B.jpg,M217-CB02_B.jpg,92275,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB02_C.jpg,M217-CB02_C.jpg,84028,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB02_D.jpg,M217-CB02_D.jpg,55024,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB03.jpg,M217-CB03.jpg,36963,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB04.jpg,M217-CB04.jpg,37539,M217
COLEÇÃO - DIA DO PAIS\NOVAS\M217-CB05.jpg,M217-CB05.jpg,47239,M217
COLEÇÃO - INVERNO - 24\21362-9M1Y.jpg,21362-9M1Y.jpg,259503,2136
COLEÇÃO - INVERNO - 24\21362-9M1Y_B copiar.jpg,21362-9M1Y_B copiar.jpg,170321,2136
COLEÇÃO - INVERNO - 24\21362-9M1Y_C copiar.jpg,21362-9M1Y_C copiar.jpg,147354,2136
COLEÇÃO - INVERNO - 24\21362-9M1Y_D copiar.jpg,21362-9M1Y_D copiar.jpg,63354,2136
COLEÇÃO - INVERNO - 24\21362-9M1Y_E copiar.jpg,21362-9M1Y_E copiar.jpg,175660,2136
COLEÇÃO - INVERNO - 24\26332-1K.jpg,26332-1K.jpg,292902,26332
COLEÇÃO - INVERNO - 24\CF1863-1I.jpg,CF1863-1I.jpg,153785,CF186
COLEÇÃO - INVERNO - 24\CF1863-1K.jpg,CF1863-1K.jpg,132735,CF186
COLEÇÃO - INVERNO - 24\CF1863-1K_A.jpg,CF1863-1K_A.jpg,301831,CF186
COLEÇÃO - INVERNO - 24\CF1863-2D.jpg,CF1863-2D.jpg,137234,CF186
COLEÇÃO - INVERNO - 24\CF1864-1A.jpg,CF1864-1A.jpg,146068,CF186
COLEÇÃO - INVERNO - 24\CF1864-1I.jpg,CF1864-1I.jpg,141427,CF186
COLEÇÃO - INVERNO - 24\CF1864-1K.jpg,CF1864-1K.jpg,133100,CF186
COLEÇÃO - INVERNO - 24\CF1864-1K_A.jpg,CF1864-1K_A.jpg,258836,CF186
COLEÇÃO - INVERNO - 24\CF1864-2G.jpg,CF1864-2G.jpg,152876,CF186
COLEÇÃO - INVERNO - 24\CM832-3B.jpg,CM832-3B.jpg,83294,CM83
COLEÇÃO - INVERNO - 24\CM832-3B_A.jpg,CM832-3B_A.jpg,118954,CM83
COLEÇÃO - INVERNO - 24\CM832-3G.jpg,CM832-3G.jpg,84273,CM83
COLEÇÃO - INVERNO - 24\CM97-8U9Q.jpg,CM97-8U9Q.jpg,165768,CM97
COLEÇÃO - INVERNO - 24\CM97-8V9R.jpg,CM97-8V9R.jpg,156210,CM97
COLEÇÃO - INVERNO - 24\MEDIDAS -\3151-9F9G.jpg,3151-9F9G.jpg,123535,3151
COLEÇÃO - INVERNO - 24\MEDIDAS -\3151-9H1M.jpg,3151-9H1M.jpg,118342,3151
COLEÇÃO - INVERNO - 24\MEDIDAS -\3151-9I2D.jpg,3151-9I2D.jpg,277547,3151
COLEÇÃO - INVERNO - 24\MEDIDAS -\3151-9J1I.jpg,3151-9J1I.jpg,291618,3151
COLEÇÃO - INVERNO - 24\MEDIDAS -\3151-9K2G.jpg,3151-9K2G.jpg,213560,3151
COLEÇÃO - INVERNO 2026\CAPAS\30362 - CHOCOLATE.jpg,30362 - CHOCOLATE.jpg,278446,30362
COLEÇÃO - INVERNO 2026\CAPAS\30362 - PRETO.jpg,30362 - PRETO.jpg,247581,30362
COLEÇÃO - INVERNO 2026\CAPAS\30362-13M1Y.jpg,30362-13M1Y.jpg,274792,30362
COLEÇÃO - INVERNO 2026\DETALHES\30362-13M1Y_A.jpg,30362-13M1Y_A.jpg,278451,30362
COLEÇÃO - INVERNO 2026\DETALHES\30362-13M1Y_B.jpg,30362-13M1Y_B.jpg,292951,30362
COLEÇÃO - INVERNO 2026\DETALHES\30362-13M1Y_C.jpg,30362-13M1Y_C.jpg,237778,30362
COLEÇÃO - INVERNO 2026\DETALHES\30362-13M1Y_D.jpg,30362-13M1Y_D.jpg,278082,30362
COLEÇÃO - INVERNO 2026\DETALHES\30362-13M1Y_E.jpg,30362-13M1Y_E.jpg,264698,30362
COLEÇÃO - INVERNO 25\3421-11L.jpg,3421-11L.jpg,131927,3421
COLEÇÃO - INVERNO 25\3421-11M.jpg,3421-11M.jpg,129031,3421
COLEÇÃO - INVERNO 25\3421-11M_B.jpg,3421-11M_B.jpg,142520,3421
COLEÇÃO - INVERNO 25\3421-11M_C.jpg,3421-11M_C.jpg,267613,3421
COLEÇÃO - INVERNO 25\3421-11M_D.jpg,3421-11M_D.jpg,89067,3421
COLEÇÃO - INVERNO 25\3421-11M_E.jpg,3421-11M_E.jpg,161315,3421
COLEÇÃO - INVERNO 25\3421-11N.jpg,3421-11N.jpg,132248,3421
COLEÇÃO - INVERNO 25\CF134-10D.jpg,CF134-10D.jpg,172590,CF134
COLEÇÃO - INVERNO 25\CF134-11Z.jpg,CF134-11Z.jpg,195347,CF134
COLEÇÃO - INVERNO 25\CF134-12B.jpg,CF134-12B.jpg,177576,CF134
COLEÇÃO - INVERNO 25\CF134-6N.jpg,CF134-6N.jpg,112712,CF134
COLEÇÃO - INVERNO 25\CF134-9O.jpg,CF134-9O.jpg,237471,CF134
COLEÇÃO - INVERNO 25\CF165-10D.jpg,CF165-10D.jpg,153381,CF165
COLEÇÃO - INVERNO 25\CF165-11Z.jpg,CF165-11Z.jpg,6232,CF165
COLEÇÃO - INVERNO 25\CF165-12B.jpg,CF165-12B.jpg,6638,CF165
COLEÇÃO - INVERNO 25\CF165-5I.jpg,CF165-5I.jpg,7025,CF165
COLEÇÃO - INVERNO 25\CF165-6N.jpg,CF165-6N.jpg,7087,CF165
COLEÇÃO - INVERNO 25\CF166-11Z.jpg,CF166-11Z.jpg,6792,CF166
COLEÇÃO - INVERNO 25\CF166-12B.jpg,CF166-12B.jpg,6588,CF166
COLEÇÃO - INVERNO 25\CF166-5I.jpg,CF166-5I.jpg,8696,CF166
COLEÇÃO - INVERNO 25\CF166-9O.jpg,CF166-9O.jpg,7046,CF166
COLEÇÃO - INVERNO 25\CF176-11Z.jpg,CF176-11Z.jpg,137896,CF176
COLEÇÃO - INVERNO 25\CF176-12B.jpg,CF176-12B.jpg,112351,CF176
COLEÇÃO - INVERNO 25\CF176-5I.jpg,CF176-5I.jpg,197189,CF176
COLEÇÃO - INVERNO 25\CF176-6N.jpg,CF176-6N.jpg,172158,CF176
COLEÇÃO - INVERNO 25\CF176-9O.jpg,CF176-9O.jpg,156765,CF176
COLEÇÃO - INVERNO 25\CF186-11Z.jpg,CF186-11Z.jpg,141548,CF186
COLEÇÃO - INVERNO 25\CF186-12B.jpg,CF186-12B.jpg,137981,CF186
COLEÇÃO - INVERNO 25\CF186-6N.jpg,CF186-6N.jpg,219050,CF186
COLEÇÃO - INVERNO 25\CF186-9O.jpg,CF186-9O.jpg,171245,CF186
COLEÇÃO - INVERNO 25\CF195-10D.jpg,CF195-10D.jpg,5518,CF195
COLEÇÃO - INVERNO 25\CF195-11Z.jpg,CF195-11Z.jpg,5460,CF195
COLEÇÃO - INVERNO 25\CF195-12B.jpg,CF195-12B.jpg,5250,CF195
COLEÇÃO - INVERNO 25\CF195-9O.jpg,CF195-9O.jpg,5702,CF195
COLEÇÃO - INVERNO 25\CF204-10D.jpg,CF204-10D.jpg,100847,CF204
COLEÇÃO - INVERNO 25\CF204-11Z.jpg,CF204-11Z.jpg,90201,CF204
COLEÇÃO - INVERNO 25\CF204-12B.jpg,CF204-12B.jpg,78139,CF204
COLEÇÃO - INVERNO 25\CF204-1A.jpg,CF204-1A.jpg,94259,CF204
COLEÇÃO - INVERNO 25\CF204-1I.jpg,CF204-1I.jpg,100463,CF204
COLEÇÃO - INVERNO 25\CF204-1K.jpg,CF204-1K.jpg,100845,CF204
COLEÇÃO - INVERNO 25\CF204-5I.jpg,CF204-5I.jpg,119286,CF204
COLEÇÃO - INVERNO 25\CF204-6N.jpg,CF204-6N.jpg,87095,CF204
COLEÇÃO - INVERNO 25\CF204-9O.jpg,CF204-9O.jpg,39989,CF204
COLEÇÃO - INVERNO 25\CM113-2N.jpg,CM113-2N.jpg,346805,CM11
COLEÇÃO - INVERNO 25\CM113-3F.jpg,CM113-3F.jpg,346967,CM11
COLEÇÃO - INVERNO 25\CM114-2N.jpg,CM114-2N.jpg,348628,CM11
COLEÇÃO - INVERNO 25\CM114-3F.jpg,CM114-3F.jpg,368171,CM11
COLEÇÃO - INVERNO 25\CM115-2N.jpg,CM115-2N.jpg,329474,CM1152N
COLEÇÃO - INVERNO 25\CM115-3F.jpg,CM115-3F.jpg,364012,CM1153F
COLEÇÃO - INVERNO 25\CAPAS\3421-11L.jpg,3421-11L.jpg,159712,3421
COLEÇÃO - INVERNO 25\CAPAS\3421-11M.jpg,3421-11M.jpg,160805,3421
COLEÇÃO - INVERNO 25\CAPAS\3421-11N.jpg,3421-11N.jpg,160369,3421
COLEÇÃO - INVERNO 25\CAPAS\CF134-11Z.jpg,CF134-11Z.jpg,207876,CF134
COLEÇÃO - INVERNO 25\CAPAS\CF134-12B.jpg,CF134-12B.jpg,187588,CF134
COLEÇÃO - INVERNO 25\CAPAS\CF134-6N.jpg,CF134-6N.jpg,112712,CF134
COLEÇÃO - INVERNO 25\CAPAS\CF134-9O.jpg,CF134-9O.jpg,254152,CF134
COLEÇÃO - INVERNO 25\CAPAS\CF165-11Z.jpg,CF165-11Z.jpg,6232,CF165
COLEÇÃO - INVERNO 25\CAPAS\CF165-12B.jpg,CF165-12B.jpg,6638,CF165
COLEÇÃO - INVERNO 25\CAPAS\CF165-5I.jpg,CF165-5I.jpg,7025,CF165
COLEÇÃO - INVERNO 25\CAPAS\CF165-6N.jpg,CF165-6N.jpg,7087,CF165
COLEÇÃO - INVERNO 25\CAPAS\CF166-11Z.jpg,CF166-11Z.jpg,6792,CF166
COLEÇÃO - INVERNO 25\CAPAS\CF166-12B.jpg,CF166-12B.jpg,6588,CF166
COLEÇÃO - INVERNO 25\CAPAS\CF166-5I.jpg,CF166-5I.jpg,8696,CF166
COLEÇÃO - INVERNO 25\CAPAS\CF166-9O.jpg,CF166-9O.jpg,7046,CF166
COLEÇÃO - INVERNO 25\CAPAS\CF176-11Z.jpg,CF176-11Z.jpg,201698,CF176
COLEÇÃO - INVERNO 25\CAPAS\CF176-12B.jpg,CF176-12B.jpg,174212,CF176
COLEÇÃO - INVERNO 25\CAPAS\CF176-5I.jpg,CF176-5I.jpg,266967,CF176
COLEÇÃO - INVERNO 25\CAPAS\CF176-6N.jpg,CF176-6N.jpg,239738,CF176
COLEÇÃO - INVERNO 25\CAPAS\CF176-9O.jpg,CF176-9O.jpg,223202,CF176
COLEÇÃO - INVERNO 25\CAPAS\CF186-11Z.jpg,CF186-11Z.jpg,204782,CF186
COLEÇÃO - INVERNO 25\CAPAS\CF186-12B.jpg,CF186-12B.jpg,198558,CF186
COLEÇÃO - INVERNO 25\CAPAS\CF186-6N.jpg,CF186-6N.jpg,291730,CF186
COLEÇÃO - INVERNO 25\CAPAS\CF186-9O.jpg,CF186-9O.jpg,234224,CF186
COLEÇÃO - INVERNO 25\CAPAS\CF195-10D.jpg,CF195-10D.jpg,5518,CF195
COLEÇÃO - INVERNO 25\CAPAS\CF195-11Z.jpg,CF195-11Z.jpg,5460,CF195
COLEÇÃO - INVERNO 25\CAPAS\CF195-12B.jpg,CF195-12B.jpg,5250,CF195
COLEÇÃO - INVERNO 25\CAPAS\CF195-9O.jpg,CF195-9O.jpg,5702,CF195
COLEÇÃO - INVERNO 25\CAPAS\CF204-10D.jpg,CF204-10D.jpg,100847,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-11Z.jpg,CF204-11Z.jpg,90201,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-12B.jpg,CF204-12B.jpg,78139,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-1A.jpg,CF204-1A.jpg,94259,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-1I.jpg,CF204-1I.jpg,100463,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-1K.jpg,CF204-1K.jpg,100845,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-5I.jpg,CF204-5I.jpg,119286,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-6N.jpg,CF204-6N.jpg,87095,CF204
COLEÇÃO - INVERNO 25\CAPAS\CF204-9O.jpg,CF204-9O.jpg,39989,CF204
COLEÇÃO - INVERNO 25\CAPAS\CM113-2N.jpg,CM113-2N.jpg,364894,CM11
COLEÇÃO - INVERNO 25\CAPAS\CM113-3F.jpg,CM113-3F.jpg,364454,CM11
COLEÇÃO - INVERNO 25\CAPAS\CM114-2N.jpg,CM114-2N.jpg,362622,CM11
COLEÇÃO - INVERNO 25\CAPAS\CM114-3F.jpg,CM114-3F.jpg,383825,CM11
COLEÇÃO - INVERNO 25\CAPAS\CM115-2N.jpg,CM115-2N.jpg,344552,CM1152N
COLEÇÃO - INVERNO 25\CAPAS\CM115-3F.jpg,CM115-3F.jpg,380164,CM1153F
COLEÇÃO - INVERNO 25\DETALHES\3421-11M_B.jpg,3421-11M_B.jpg,142520,3421
COLEÇÃO - INVERNO 25\DETALHES\3421-11M_C.jpg,3421-11M_C.jpg,288309,3421
COLEÇÃO - INVERNO 25\DETALHES\3421-11M_D.jpg,3421-11M_D.jpg,89067,3421
COLEÇÃO - INVERNO 25\DETALHES\3421-11M_E.jpg,3421-11M_E.jpg,175429,3421
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF134-1K.jpg,CF134-1K.jpg,391840,CF134
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF134-1O.jpg,CF134-1O.jpg,499572,CF134
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF134-1U.jpg,CF134-1U.jpg,361418,CF134
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF134-2A.jpg,CF134-2A.jpg,363083,CF134
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF134-2F.jpg,CF134-2F.jpg,368774,CF134
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF134-2M.jpg,CF134-2M.jpg,491420,CF134
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF165-1E.jpg,CF165-1E.jpg,272880,CF165
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF165-1G.jpg,CF165-1G.jpg,233621,CF165
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF165-1K.jpg,CF165-1K.jpg,234405,CF165
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF165-1V.jpg,CF165-1V.jpg,212841,CF165
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF165-2A.jpg,CF165-2A.jpg,218835,CF165
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF165-2F.jpg,CF165-2F.jpg,226977,CF165
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF165-2S.jpg,CF165-2S.jpg,226835,CF165
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF166-1E.jpg,CF166-1E.jpg,275923,CF166
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF166-1G.jpg,CF166-1G.jpg,253186,CF166
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF166-1K.jpg,CF166-1K.jpg,245466,CF166
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF166-1V.jpg,CF166-1V.jpg,225629,CF166
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF166-2A.jpg,CF166-2A.jpg,241007,CF166
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF166-2F.jpg,CF166-2F.jpg,233158,CF166
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF166-2S.jpg,CF166-2S.jpg,231229,CF166
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF176-1E.jpg,CF176-1E.jpg,304221,CF176
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF176-1G.jpg,CF176-1G.jpg,268185,CF176
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF176-1K.jpg,CF176-1K.jpg,169834,CF176
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF176-1V.jpg,CF176-1V.jpg,235927,CF176
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF176-2A.jpg,CF176-2A.jpg,256844,CF176
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF176-2F.jpg,CF176-2F.jpg,243554,CF176
COLEÇÃO - INVERNO COMPLEMENTAR 2022\CINTOS\CF176-2S.jpg,CF176-2S.jpg,252521,CF176
COLEÇÃO - PRE FALL - 2023\040-0-1I.jpg,040-0-1I.jpg,418293,0400
COLEÇÃO - PRE FALL - 2023\040-0-2A.jpg,040-0-2A.jpg,320075,04002A
COLEÇÃO - PRE FALL - 2023\040-0-2N.jpg,040-0-2N.jpg,122949,04002N
COLEÇÃO - PRE FALL - 2023\040-0-2N_A.jpg,040-0-2N_A.jpg,86647,04002N
COLEÇÃO - PRE FALL - 2023\040-0-2N_B.jpg,040-0-2N_B.jpg,133129,04002N
COLEÇÃO - PRE FALL - 2023\040-0-2N_C.jpg,040-0-2N_C.jpg,144710,04002N
COLEÇÃO - PRE FALL - 2023\040-0-2N_D.jpg,040-0-2N_D.jpg,109093,04002N
COLEÇÃO - PRE FALL - 2023\040-0-2W.jpg,040-0-2W.jpg,368176,04002W
COLEÇÃO - PRE FALL - 2023\091-0-1I.jpg,091-0-1I.jpg,349648,09101I
COLEÇÃO - PRE FALL - 2023\091-0-2A.jpg,091-0-2A.jpg,312653,09102A
COLEÇÃO - PRE FALL - 2023\091-0-2W.jpg,091-0-2W.jpg,316630,09102W
COLEÇÃO - PRE FALL - 2023\091-0-3B.jpg,091-0-3B.jpg,120909,0910
COLEÇÃO - PRE FALL - 2023\091-0-3B_A.jpg,091-0-3B_A.jpg,110181,0910
COLEÇÃO - PRE FALL - 2023\091-0-3B_B.jpg,091-0-3B_B.jpg,127118,0910
COLEÇÃO - PRE FALL - 2023\091-0-3B_C.jpg,091-0-3B_C.jpg,128362,0910
COLEÇÃO - PRE FALL - 2023\091-0-3B_D.jpg,091-0-3B_D.jpg,110785,0910
COLEÇÃO - PRE FALL - 2023\092-0-2A.jpg,092-0-2A.jpg,368202,09202A
COLEÇÃO - PRE FALL - 2023\092-0-2N.jpg,092-0-2N.jpg,506600,09202N
COLEÇÃO - PRE FALL - 2023\092-0-2W.jpg,092-0-2W.jpg,466324,09202W
COLEÇÃO - PRE FALL - 2023\092-0-3D.jpg,092-0-3D.jpg,149603,0920
COLEÇÃO - PRE FALL - 2023\092-0-3D_A.jpg,092-0-3D_A.jpg,88593,0920
COLEÇÃO - PRE FALL - 2023\092-0-3D_B.jpg,092-0-3D_B.jpg,111976,0920
COLEÇÃO - PRE FALL - 2023\092-0-3D_C.jpg,092-0-3D_C.jpg,118041,0920
COLEÇÃO - PRE FALL - 2023\092-0-3D_D.jpg,092-0-3D_D.jpg,119524,0920
COLEÇÃO - PRE FALL - 2023\092-0-3F.jpg,092-0-3F.jpg,426759,0920
COLEÇÃO - PRE FALL - 2023\160-1-2A.jpg,160-1-2A.jpg,91495,16012A
COLEÇÃO - PRE FALL - 2023\160-1-2A_A.jpg,160-1-2A_A.jpg,73844,16012A
COLEÇÃO - PRE FALL - 2023\160-1-2A_B.jpg,160-1-2A_B.jpg,90025,16012A
COLEÇÃO - PRE FALL - 2023\160-1-2A_C.jpg,160-1-2A_C.jpg,96537,16012A
COLEÇÃO - PRE FALL - 2023\160-1-2A_D.jpg,160-1-2A_D.jpg,115648,16012A
COLEÇÃO - PRE FALL - 2023\160-1-2W.jpg,160-1-2W.jpg,449107,16012W
COLEÇÃO - PRE FALL - 2023\17512-1I.jpg,17512-1I.jpg,479736,17512
COLEÇÃO - PRE FALL - 2023\17512-1K.jpg,17512-1K.jpg,411901,17512
COLEÇÃO - PRE FALL - 2023\17512-1K_A.jpg,17512-1K_A.jpg,226253,17512
COLEÇÃO - PRE FALL - 2023\17512-1K_B.jpg,17512-1K_B.jpg,441846,17512
COLEÇÃO - PRE FALL - 2023\17512-1K_C.jpg,17512-1K_C.jpg,477627,17512
COLEÇÃO - PRE FALL - 2023\17512-1K_D.jpg,17512-1K_D.jpg,488448,17512
COLEÇÃO - PRE FALL - 2023\17512-1K_E.jpg,17512-1K_E.jpg,349748,17512
COLEÇÃO - PRE FALL - 2023\17512-1M.jpg,17512-1M.jpg,491516,17512
COLEÇÃO - PRE FALL - 2023\17512-2D.jpg,17512-2D.jpg,464121,17512
COLEÇÃO - PRE FALL - 2023\17512-2G.jpg,17512-2G.jpg,389324,17512
COLEÇÃO - PRE FALL - 2023\2136-2M1K.jpg,2136-2M1K.jpg,513087,2136
COLEÇÃO - PRE FALL - 2023\2136-3G.jpg,2136-3G.jpg,355709,2136
COLEÇÃO - PRE FALL - 2023\2136-6X.jpg,2136-6X.jpg,408908,2136
COLEÇÃO - PRE FALL - 2023\2136-6X_A.jpg,2136-6X_A.jpg,163475,2136
COLEÇÃO - PRE FALL - 2023\2136-6X_B.jpg,2136-6X_B.jpg,193962,2136
COLEÇÃO - PRE FALL - 2023\2136-6X_C.jpg,2136-6X_C.jpg,162212,2136
COLEÇÃO - PRE FALL - 2023\2136-6X_D.jpg,2136-6X_D.jpg,302252,2136
COLEÇÃO - PRE FALL - 2023\2136-6X_E.jpg,2136-6X_E.jpg,176459,2136
COLEÇÃO - PRE FALL - 2023\2136-7S.jpg,2136-7S.jpg,375973,2136
COLEÇÃO - PRE FALL - 2023\2136-7T.jpg,2136-7T.jpg,383466,2136
COLEÇÃO - PRE FALL - 2023\2136-7U.jpg,2136-7U.jpg,356692,2136
COLEÇÃO - PRE FALL - 2023\2150-1I1Z.jpg,2150-1I1Z.jpg,380305,2150
COLEÇÃO - PRE FALL - 2023\2150-1K7V.jpg,2150-1K7V.jpg,464910,2150
COLEÇÃO - PRE FALL - 2023\2150-1K7V_A.jpg,2150-1K7V_A.jpg,267760,2150
COLEÇÃO - PRE FALL - 2023\2150-1K7V_B.jpg,2150-1K7V_B.jpg,349891,2150
COLEÇÃO - PRE FALL - 2023\2150-1K7V_C.jpg,2150-1K7V_C.jpg,358641,2150
COLEÇÃO - PRE FALL - 2023\2150-1K7V_D.jpg,2150-1K7V_D.jpg,535961,2150
COLEÇÃO - PRE FALL - 2023\2150-1K7V_E.jpg,2150-1K7V_E.jpg,367293,2150
COLEÇÃO - PRE FALL - 2023\2150-2G1U.jpg,2150-2G1U.jpg,281462,2150
COLEÇÃO - PRE FALL - 2023\2150-7O7R.jpg,2150-7O7R.jpg,404261,2150
COLEÇÃO - PRE FALL - 2023\2150-7P7Q.jpg,2150-7P7Q.jpg,414339,2150
COLEÇÃO - PRE FALL - 2023\26332-1A.jpg,26332-1A.jpg,441270,26332
COLEÇÃO - PRE FALL - 2023\26332-3G.jpg,26332-3G.jpg,400724,26332
COLEÇÃO - PRE FALL - 2023\26332-6X.jpg,26332-6X.jpg,467122,26332
COLEÇÃO - PRE FALL - 2023\26332-7S.jpg,26332-7S.jpg,428142,26332
COLEÇÃO - PRE FALL - 2023\26332-7T.jpg,26332-7T.jpg,407687,26332
COLEÇÃO - PRE FALL - 2023\26332-7T_A.jpg,26332-7T_A.jpg,236897,26332
COLEÇÃO - PRE FALL - 2023\26332-7T_B.jpg,26332-7T_B.jpg,338850,26332
COLEÇÃO - PRE FALL - 2023\26332-7T_C.jpg,26332-7T_C.jpg,334016,26332
COLEÇÃO - PRE FALL - 2023\26332-7T_D.jpg,26332-7T_D.jpg,519950,26332
COLEÇÃO - PRE FALL - 2023\26332-7T_E.jpg,26332-7T_E.jpg,249058,26332
COLEÇÃO - PRE FALL - 2023\26332-7U.jpg,26332-7U.jpg,464256,26332
COLEÇÃO - PRE FALL - 2023\28462-1A.jpg,28462-1A.jpg,1306831,28462
COLEÇÃO - PRE FALL - 2023\28462-1I.jpg,28462-1I.jpg,471889,28462
COLEÇÃO - PRE FALL - 2023\28462-1I3R.jpg,28462-1I3R.jpg,615242,28462
COLEÇÃO - PRE FALL - 2023\28462-1K.jpg,28462-1K.jpg,507212,28462
COLEÇÃO - PRE FALL - 2023\28462-1K2M.jpg,28462-1K2M.jpg,574317,28462
COLEÇÃO - PRE FALL - 2023\28462-2D.jpg,28462-2D.jpg,509572,28462
COLEÇÃO - PRE FALL - 2023\28462-7O.jpg,28462-7O.jpg,472420,28462
COLEÇÃO - PRE FALL - 2023\28462-7O_A.jpg,28462-7O_A.jpg,182569,28462
COLEÇÃO - PRE FALL - 2023\28462-7O_B.jpg,28462-7O_B.jpg,543771,28462
COLEÇÃO - PRE FALL - 2023\28462-7O_C.jpg,28462-7O_C.jpg,540962,28462
COLEÇÃO - PRE FALL - 2023\28462-7O_D.jpg,28462-7O_D.jpg,592584,28462
COLEÇÃO - PRE FALL - 2023\28462-7O_E.jpg,28462-7O_E.jpg,314692,28462
COLEÇÃO - PRE FALL - 2023\2870-3G.jpg,2870-3G.jpg,358343,2870
COLEÇÃO - PRE FALL - 2023\2870-6X.jpg,2870-6X.jpg,400519,2870
COLEÇÃO - PRE FALL - 2023\2870-7S.jpg,2870-7S.jpg,335700,2870
COLEÇÃO - PRE FALL - 2023\2870-7S_A.jpg,2870-7S_A.jpg,154420,2870
COLEÇÃO - PRE FALL - 2023\2870-7S_B.jpg,2870-7S_B.jpg,417816,2870
COLEÇÃO - PRE FALL - 2023\2870-7S_C.jpg,2870-7S_C.jpg,471259,2870
COLEÇÃO - PRE FALL - 2023\2870-7S_D.jpg,2870-7S_D.jpg,342666,2870
COLEÇÃO - PRE FALL - 2023\2870-7S_E.jpg,2870-7S_E.jpg,342715,2870
COLEÇÃO - PRE FALL - 2023\2870-7T.jpg,2870-7T.jpg,337902,2870
COLEÇÃO - PRE FALL - 2023\2870-7U.jpg,2870-7U.jpg,345451,2870
COLEÇÃO - PRE FALL - 2023\3036-2U2O.jpg,3036-2U2O.jpg,224194,30362
COLEÇÃO - PRE FALL - 2023\30362-1I.jpg,30362-1I.jpg,280393,30362
COLEÇÃO - PRE FALL - 2023\30362-1I_B.jpg,30362-1I_B.jpg,378483,30362
COLEÇÃO - PRE FALL - 2023\30362-1I_C.jpg,30362-1I_C.jpg,332371,30362
COLEÇÃO - PRE FALL - 2023\30362-1I_D.jpg,30362-1I_D.jpg,618821,30362
COLEÇÃO - PRE FALL - 2023\30362-1I_E.jpg,30362-1I_E.jpg,177718,30362
COLEÇÃO - PRE FALL - 2023\30362-1K.jpg,30362-1K.jpg,283832,30362
COLEÇÃO - PRE FALL - 2023\30362-1K_B.jpg,30362-1K_B.jpg,287501,30362
COLEÇÃO - PRE FALL - 2023\30362-1K_C.jpg,30362-1K_C.jpg,277540,30362
COLEÇÃO - PRE FALL - 2023\30362-1K_D.jpg,30362-1K_D.jpg,568843,30362
